"No","Category","CategoryOfSequences_E","FXY1","Title_E","SubTitle_E","FXY2","ElementName_E","ExistingElementName_E","Note_E","Status"
920.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Cloud data","020013","Height of base of cloud","Height of base of cloud",,"Operational"
921.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Cloud data","302036","Clouds with bases below station level","Clouds with bases below station level",,"Operational"
922.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Direction of cloud drift 6DLDMDH","101000","Replication descriptor","Delayed replication of 1 descriptor",,"Operational"
923.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Direction of cloud drift 6DLDMDH","031000","Short delayed descriptor replication factor","Short delayed descriptor replication factor",,"Operational"
924.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Direction of cloud drift 6DLDMDH","302047","Direction of cloud drift","Direction of cloud drift",,"Operational"
925.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Direction of cloud drift 6DLDMDH","008002","Vertical significance (surface observations)","Vertical significance (set to missing to cancel the previous value)",,"Operational"
926.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Direction and elevation of cloud 57CDaec","101000","Replication descriptor","Delayed replication of 1 descriptor",,"Operational"
927.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Direction and elevation of cloud 57CDaec","031000","Short delayed descriptor replication factor","Short delayed descriptor replication factor",,"Operational"
928.00,"02","Meteorological sequences common to surface data","302084","(""Instantaneous"" data of sequence 3 07 096)","Direction and elevation of cloud 57CDaec","302048","Direction and elevation of cloud","Direction and elevation of cloud",,"Operational"
929.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Present and past weather data","105000","Replication descriptor","Delayed replication of 5 descriptors",,"Operational"
930.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Present and past weather data","031000","Short delayed descriptor replication factor","Short delayed descriptor replication factor",,"Operational"
931.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Present and past weather data","020003","Present weather","Present weather",,"Operational"
932.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Present and past weather data","103002","Replication descriptor","Replicate 3 descriptors 2 times",,"Operational"
933.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Present and past weather data","004024","Time period or displacement","Time period (= -1 hour in 1. replication, -x hours in 2. replication,  x corresponding to the time period of W1W2 in the SYNOP report)",,"Operational"
934.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Present and past weather data","020004","Past weather (1)","Past weather (1)",,"Operational"
935.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Present and past weather data","020005","Past weather (2)","Past weather (2)",,"Operational"
936.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Intensity of precipitation, size of precipitation element","101000","Replication descriptor","Delayed replication of 1 descriptor",,"Operational"
937.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Intensity of precipitation, size of precipitation element","031000","Short delayed descriptor replication factor","Short delayed descriptor replication factor",,"Operational"
938.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Intensity of precipitation, size of precipitation element","302175",,"Intensity of precipitation, size of precipitation element",,"Operational"
939.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Precipitation, obscuration and other phenomena","102000","Replication descriptor","Delayed replication of 2 descriptors",,"Operational"
940.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Precipitation, obscuration and other phenomena","031000","Short delayed descriptor replication factor","Short delayed descriptor replication factor",,"Operational"
941.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Precipitation, obscuration and other phenomena","004025","Time period or displacement","Time period (= -10 minutes)",,"Operational"
942.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Precipitation, obscuration and other phenomena","302076","Precipitation, obscuration and other phenomena","Precipitation, obscuration and other phenomena",,"Operational"
943.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Lightning data","102000","Replication descriptor","Delayed replication of 2 descriptors",,"Operational"
944.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Lightning data","031000","Short delayed descriptor replication factor","Short delayed descriptor replication factor",,"Operational"
945.00,"02","Meteorological sequences common to surface data","302085","(""Period"" data of sequence 3 07 096)","Lightning data","004025","Time period or displacement","Time period (= -10 minutes)",,"Operational"
